발짓 0 1 2
할수있을테니까 0 1 7
뺐는게 0 1 3
삼합회 3 0 3
두드리는 1 2 4
보겠는건 1 0 4
지고는못살아 0 1 6
배운다 0 2 3
할까봐 13 1 3
심어줄라 1 0 4
꿀잼 14 315 2
글러 4 0 2
??????????????????? 1 0 19
lollipop 0 1 8
만드는거지 4 1 5
미칠려면 0 1 4
해갈 2 3 2
망치네요 2 0 4
그렸다는 1 0 4
귀엽지 3 2 3
벌었을려나 1 0 5
썻어 2 1 2
지껄이는지 1 0 5
계시더라고요 1 0 6
웃은 7 9 2
파마머리 3 0 4
갈라진 1 1 3
벗길 1 1 2
사망일 1 1 3
초라해진 2 0 4
워킹타이틀 1 2 5
고약한 1 0 3
아니어도 5 14 4
싫어합니다 6 2 5
에쁘군 0 1 3
괴롭네 2 0 3
해주네 1 4 3
과다복용 1 0 4
OR 0 1 2
123444567890 0 1 12
백야 6 4 2
생각날까봐 1 0 5
기네스팰트로 1 0 6
식상한 104 11 3
밀도있는 1 1 4
Shields 0 1 7
아는것도 2 1 4
미있어요 0 5 4
달려가기에 0 1 5
......;;;;;;;;;;;;;;;; 1 0 22
같고요 1 3 3
하게한 1 6 3
털지 1 0 2
보는거나 0 1 4
잼잇엇숩니 0 1 5
달릴 6 3 2
신예 6 0 2
판자 0 1 2
절감 2 0 2
능선 1 0 2
켜주었네요 0 1 5
춤추게 0 1 3
댐시 1 1 2
뜨겁더라 1 0 4
말리고싶어요 1 0 6
고래고래 5 0 4
지정 1 3 2
용자는 1 0 3
똑같내 1 0 3
거슬렸어요 2 1 5
럭 5 6 1
안된것 1 1 3
,; 1 0 2
아지트 1 1 3
보얐네요 1 0 4
주소 4 7 2
적당하겠구만 1 0 6
꾸미려고 1 0 4
우파 2 8 2
눈물나잖아 0 1 5
해쳐 6 1 2
­­ 1 0 2
밟아도 0 1 3
불편할 7 1 3
애잔함과 1 4 4
없고전하고 1 0 5
breast 1 0 6
모르쟈 0 1 3
지녔다지만 1 0 5
결 14 8 1
너무했네요 1 0 5
두려는지는 1 0 5
every 0 1 5
모으고 0 2 3
지루하였다 1 0 5
있을꺼다 0 1 4
명사회 0 1 3
어린잌 1 0 3
도와주는지 1 0 5
믿고싶지 2 1 4
인적 1 1 2
가능하며 2 1 4
육중 2 2 2
테그 1 0 2
쪽방 1 0 2
좠는데 1 0 3
였었구나 1 0 4
유명하지도 0 1 5
됨이 0 1 2
팬임 4 3 2
보지말지 0 3 4
디브디 1 1 3
맞춘줄 1 0 3
있었어야 1 0 4
잼슴다 0 1 3
잘울고 1 0 3
됐다니 0 5 3
소동 9 5 2
힘쓰는 0 1 3
쪽발 1 0 2
슬픈대 0 1 3
조화로 1 3 3
던져가는 0 1 4
피르팬 0 1 3
가능한내용 1 0 5
맛임 1 0 2
업음 10 2 2
-;;;;;;; 1 0 8
보며서 1 0 3
있나보다 0 1 4
구청 0 1 2
소품 42 20 2
름답다 0 1 3
만들줄아는데 1 0 6
쉣 24 3 1
이쁘노 1 0 3
콤보 3 2 2
이상으로 1 0 4
잠들수 1 1 3
지났건만 0 2 4
넘었어도 0 1 4
정글도 1 0 3
떠어진 1 0 3
임사체험 2 0 4
진지하기는 1 0 5
변하고 1 3 3
먹여주고 1 1 4
빵집 1 0 2
민망한거는 1 0 5
뛰어나온 1 0 4
뽑아도 0 1 3
삼이 0 1 2
감등 1 1 2
일어나질 0 2 4
:; 2 0 2
아는게 1 3 3
이야를 1 0 3
길은 5 7 2
중고나라 2 0 4
하셨더라고요 0 1 6
스텐바 1 0 3
부셔 12 4 2
자초지종 0 1 4
신영진 0 2 3
기대하기보단 1 1 6
오려나 0 3 3
빅잼 0 2 2
우주전쟁 13 5 4
느낌있다 0 4 4
봐오며 1 0 3
여부 10 8 2
삶이었다 0 1 4
카메런 1 2 3
하냐고요 2 0 4
웸블리 0 1 3
벌금 3 0 2
찍으셨 1 0 3
영화느 1 0 3
느껴진다면야 1 0 6
않다니 3 2 3
das 1 0 3
켄시 1 0 2
좋아할거에요 0 1 6
쓰란 1 0 2
클스 2 1 2
몹시 6 9 2
어울러져 0 2 4
꼬깃꼬깃 1 0 4
넘은 20 30 2
하려는지 19 2 4
어트케 2 1 3
플라멩코 0 1 4
잡혀갔으면 1 0 5
끝남 63 6 2
지하철역 0 2 4
가득해서 2 3 4
벌빠 1 0 2
상급자 1 0 3
주룩주룩 2 12 4
보여주고싶습니다 0 1 8
아픈대 0 1 3
돈더 1 0 2
권태 1 5 2
덤비는 2 0 3
섞었는데 1 0 4
마취약 1 1 3
보이는게 7 3 4
간절함을 0 1 4
진지해진 0 1 4
떨어뜨리 2 0 4
않은가 11 21 3
명료하다 0 1 4
식어도 0 1 3
씬보 0 1 2
뽀삐 1 1 2
나았어요 0 2 4
정도로 1 0 3
부작 34 55 2
짖게하는 0 1 4
노민우 1 13 3
부끄럽단 1 0 4
가교 0 1 2
미치는것 1 0 4
올려주세요 0 4 5
무수 2 7 2
참매 0 1 2
김성태 0 1 3
살거냐 1 0 3
GAMEOVER 0 1 8
불러일으켜 0 1 5
미유키 2 1 3
10만원 1 1 4
액면 1 0 2
불쌍하니까 0 1 5
꼬이게만 0 1 4
넘나 4 15 2
..(>_ 1 0 5
굳다시 0 1 3
줄어드니 1 0 4
김복 1 0 2
유리카 0 1 3
말거나 4 1 3
볼수있었다 2 2 5
신났어요 0 1 4
않나이 1 0 3
불쾌해서 3 0 4
죄악 11 7 2
씁쓸하였다 0 1 5
몰려온다 4 1 4
하겠다 95 28 3
가져가야 0 1 4
93분 3 0 3
도완이 1 0 3
배럴 3 1 2
♥♥♥♥♥♥♥♥♥♥♥♥♥♥ 0 1 14
알겠으나 29 0 4
했을테니 1 0 4
드릅 17 3 2
모씨 4 0 2
먹고살긴 1 0 4
후련해 1 0 3
철썩 1 0 2
판가름 2 2 3
Albert 0 1 6
시시하고 22 1 4
," 0 2 2
굿윌헌팅도쩐당 0 1 7
들어오니 0 2 4
개기대 0 1 3
번지르르하니 1 0 6
해지는데 1 1 4
안무가 2 0 3
사귀긴 1 0 3
떠올리는것만으로도 0 1 9
짰다 1 2 2
당혹스럽기만 1 0 6
적어놨어 1 0 4
좀하길 1 0 3
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 2 1 33
지났으 0 1 3
먹은거지 0 1 4
재밌진 11 7 3
네스 0 5 2
아기자기했음 0 1 6
보좌 3 1 2
만든두 1 0 3
먹겠네 1 1 3
쐈어 1 0 2
커 38 41 1
재밌을줄 13 1 4
실컷 21 22 2
재미없다고하니깐 0 1 8
익숙해졌나 1 0 5
잼날 1 0 2
불쌍해 30 29 3
느껴졌을 0 3 4
섫힌 1 0 2
농약 2 1 2
찍어오다니 1 0 5
살아있고 0 13 4
쓰다 16 4 2
먹으니 0 1 3
불보 1 0 2
만드섰 1 0 3
겁니다 65 89 3
???........... 0 1 14
결혼식장 3 0 4
훔쳐서 3 0 3
회란 0 1 2
꼬드겨 1 1 3
열어줘 1 0 3
프 7 6 1
경멸감 0 1 3
해질 0 4 2
압니다제 0 1 4
드러나있다 1 0 5
전중 0 1 2
살아나는 5 8 4
문보령 2 2 3
잘생겻 0 2 3
쫓기던 1 0 3
동준 3 0 2
서글픈 2 8 3
나온듯 6 5 3
조삼모사 0 1 4
당겨주세요 0 1 5
용달차 1 0 3
무력한 4 1 3
뽀록날거 1 0 4
영화라니 1 1 4
여유도 2 2 3
걸어 13 10 2
녹아내리는듯 0 1 6
만들어줘요 0 1 5
작픔 2 0 2
떼였죠 0 1 3
쓰로 1 0 2
졸뻔햇음 1 0 4
안되고내가 1 0 5
즐거워하고 0 1 5
느낄듯 1 2 3
고준희 8 6 3
안하는걸 1 0 4
기대이하였다 3 0 6
허다한데 0 1 4
만들고싶네 0 1 5
내력 1 0 2
킬머 2 4 2
있는지조차 1 0 5
xfjdsklafj 1 0 10
않나라는 0 1 4
가라앉기 0 2 4
이었던지라 0 1 5
껴안아주고싶게 0 1 7
다라는것 1 0 4
업 44 26 1
망치려는지 1 0 5
심건욱 0 1 3
놀테 0 2 2
외로운데 0 1 4
입혀 0 2 2
쏟아질수 0 1 4
도라 1 4 2
필려고 0 1 3
빼먹는 1 0 3
끌어내려고 2 0 5
살벌하네 0 1 4
4등 3 0 2
야비해지고 1 0 5
돌아간다는게 1 0 6
7~8년 0 1 4
뿐이거 1 0 3
죽이길 1 1 3
Daft 0 1 4
...~~ 1 1 5
레오니다스 0 1 5
전무하고 1 0 4
냐옹 0 2 2
달리려 0 1 3
박란 2 0 2
하자는거야 5 1 5
헨리 7 10 2
쨩이 0 1 2
황태자 2 1 3
건욱이 1 0 3
물고 0 1 2
지날이 1 0 3
국희 0 1 2
푹 20 137 1
머릴 0 1 2
그림판 6 0 3
밣히는 0 1 3
현란함에 1 0 4
예성 1 3 2
라이프스타일 1 0 6
mich 0 1 4
랜선 1 0 2
,.^^ 0 1 4
호우 1 0 2
갈렸었다 1 0 4
날씬한 2 0 3
나올지도 3 0 4
사식 0 1 2
봤던걸 3 3 3
부딪쳐 1 0 3
진부하군 1 0 4
부진해 1 0 3
식상함으로 1 0 5
힘들었다는 0 1 5
경건하고 0 1 4
세어 1 0 2
부족하지만 1 15 5
옴믐음흠음 1 0 5
보다말듯 1 0 4
힘없으면 0 1 4
도데 73 8 2
허무하지도 0 2 5
컨대 1 0 2
슬픈건 1 2 3
MORE 1 0 4
보여줬어야 2 0 5
원하냐 0 1 3
Elliott 0 1 7
맬릭 1 2 2
미학 20 48 2
하셨나 3 1 3
하세를 0 1 3
화려하지만 4 1 5
들이밀지 1 0 4
딱이네 2 3 3
오르려나 0 1 4
따뜻한 28 312 3
시집가기의 0 1 5
있는한 1 0 3
OST 42 191 3
뜨는거지 1 0 4
데스 19 20 2
어지러웠어요 1 0 6
재밌었당 0 1 4
시원섭섭함에 0 1 6
찌푸릴 1 1 3
revealing 0 1 9
닿지두 2 0 3
필링 1 1 2
봐줄수가 10 1 4
아어 2 0 2
찍었어요 1 1 4
놀랠것도 1 0 4
당하게 0 1 3
규명 1 3 2
딸렸나 1 0 3
부평 0 1 2
중사 6 5 2
배운거냐 0 1 4
설레이네요 0 2 5
왔듯이 0 1 3
의심스러웠어요 1 0 7
바꿉시다 1 0 4
니키타 4 3 3
변소 1 0 2
faith 0 1 5
옮긴 0 3 2
닐 6 10 1
.........? 2 0 10
느끼지도 1 1 4
슬램덩크 6 2 4
빠져나갈수 0 1 5
거사 3 1 2
졸리운 1 0 3
다름 25 14 2
angel 0 2 5
보겠다고 6 1 4
바치다니 1 0 4
릭맨 1 1 2
되는거구나 0 1 5
끼지아 1 0 3
깄으닝컁 1 0 4
한자는 0 1 3
싶으시면 4 0 4
짠해 1 3 2
빵꾸똥꾸 2 0 4
많긴 2 3 2
몸짓 8 14 2
받은거에요 2 0 5
드러울것 1 0 4
corp 0 1 4
트래픽 0 1 3
말라이신 0 1 4
생기발랄함 0 1 5
되어서인지 0 1 5
만들면서 16 1 4
합친 4 2 2
키키 6 9 2
타였구나 0 1 4
낀것은 1 0 3
캠퍼스 1 4 3
암울한가 0 1 4
코르 0 1 2
수렴 1 0 2
트레일러 2 1 4
까는건 1 3 3
되야지 11 18 3
~>-< 0 1 4
어이없지도 0 1 5
크리스에반스 1 1 6
그럴까 3 3 3
손대고 1 0 3
왜도 0 1 2
town 0 1 4
지켜보기가 0 1 5
걸려가지고 1 0 5
넘재밋다 0 1 4
론 52 40 1
베르베르 1 0 4
풍족할 0 1 3
추노 4 4 2
전해지지 2 0 4
재미있겠는데 0 1 6
멕뽕 1 0 2
뺨 26 8 1
원하지 7 3 3
미친거아 1 0 4
끄의 0 1 2
픈웃 0 1 2
주는지를 1 0 4
귓속말 2 0 3
시키지 39 53 3
뻣뻣 1 0 2
먹였나 1 0 3
껄렁하기 1 0 4
들어나고 1 0 4
북유럽 3 4 3
같잖아요 1 0 4
married 0 1 7
장애자 2 0 3
재미없다고하네요 0 1 8
말다툼 0 1 3
디렉팅을하 1 0 5
뺏어 1 1 2
좋겠다라는 0 1 5
소중하다는걸 0 3 6
바꾸기 1 3 3
극기 0 1 2
올려놓다니 1 0 5
파멸한다 0 1 4
찐하디 1 0 3
먹을려고 7 0 4
불쌍하게만 1 0 5
내죠이 0 1 3
낫었음 1 0 3
해야해 1 3 3
달려왔지요 0 1 5
무시하군 2 0 4
일어난다 3 5 4
종이 17 19 2
김창훈 0 1 3
어폰 1 0 2
꼬집어 0 2 3
웄던 1 0 2
시진 0 3 2
모인듯 1 0 3
사온 1 0 2
띄우고 1 1 3
레전 1 0 2
찝스러운 0 1 4
부각시킴 1 0 4
인가요 125 54 3
높더라구요 0 1 5
LC 1 0 2
자는거냐 1 0 4
못밑 1 0 2
☻ 0 1 1
먼지 39 12 2
낮게주는 1 9 4
꾸드 0 1 2
독일 32 48 2
잔고 0 1 2
돌림 25 1 2
타이탄 3 2 3
있구나라고 1 1 5
나라인건 1 0 4
레이놀즈 3 1 4
뜨겁고도 0 1 4
,.,.,.,.,.,.,.,. 1 0 16
좋아져요 0 5 4
넘어섰다는 1 0 5
그지같은 51 1 4
놘 1 0 1
가실줄을 0 1 4
부딪혀 1 2 3
찍는지 8 1 3
신선도 4 0 3
진실함이 1 1 4
민망해지고 1 0 5
넘을것 0 1 3
객기 4 0 2
허무했으나 0 1 5
코똔 0 1 2
1200달러 1 0 6
않으셔라 1 0 4
뒷골목 2 5 3
일신 0 1 2
나쁘다는 0 1 4
믿었다간 1 0 4
데볼 0 1 2
비단 2 7 2
낮춘다고 0 1 4
들지 37 26 2
그러냐고 0 1 4
철학자 4 3 3
설레서 0 3 3
터뜨려주고 0 1 5
클림트 2 1 3
신정환 0 1 3
희와 1 0 2
일분 2 3 2
칼리프 0 1 3
무한도전 14 4 4
앞전 1 0 2
예찬 6 1 2
꼬일데로 1 0 4
살리지못한 1 0 5
내비 2 1 2
있기도 2 2 3
차치하고라도 1 0 6
인호 0 3 2
살았는데 2 1 4
비약 21 1 2
편해지는 0 4 4
상대방 3 6 3
7.0 2 3 3
민세 8 1 2
끌리진 1 1 3
꾸준하길 1 0 4
핵페 1 0 2
이딸리아 0 1 4
귀여웠다면 1 0 5
전자오락실 0 1 5
찎 1 0 1
만들어내던 0 1 5
밟고 5 3 2
만들어졌으면 2 12 6
잔인하거 0 1 4
알았는데 159 187 4
코스츔 1 0 3
입니 4 6 2
싫지도 2 0 3
고였었는데 0 1 5
~... 3 2 4
자켓 1 2 2
누린 0 1 2
?( 9 8 2
있는거네요 0 1 5
징그럽지 1 0 4
이상해질 2 0 4
품어주는 0 1 4
편꼭 0 1 2
퍼다 1 0 2
찌질하지만 0 1 5
무책임함과 0 1 5
그러는가에 1 0 5
만나자 0 1 3
쓰레기봉지 0 1 5
망햇 7 2 2
믿자 0 2 2
어그러진 0 1 4
얀 4 3 1
별루구 2 0 3
넘울었어 0 1 4
통첩 1 0 2
핵잼 0 5 2
제스 0 1 2
낳았고 0 1 3
물방울 2 1 3
아리까리한 1 0 5
동일하니 0 1 4
러운 0 1 2
은밀한가족 1 0 5
설레이지 1 0 4
첫방송 1 2 3
불밖에 0 1 3
지났어도 0 9 4
흐믓해 0 3 3
춤출래요 1 0 4
넣었고 1 0 3
마는데 2 1 3
쿼리 0 1 2
떠들어도 1 0 4
내보내도 1 0 4
힘내세여 0 4 4
대박 205 972 2
있어야하나 0 1 5
동질감 2 4 3
기우는게 1 0 4
~~* 0 1 3
달리던 1 3 3
분계 1 0 2
보자하니까 1 0 5
김희정 2 0 3
10000000/1만 1 0 11
세게 5 2 2
좋고말고 1 0 4
.@_ 0 2 3
갖춰야죠 1 0 4
강태환 1 0 3
퍼졌으면 0 1 4
성장기 7 20 3
태국인 4 0 3
아끼기 1 1 3
하고픔 0 1 3
낯설지 0 5 3
넘을수 0 4 3
....-_- 4 0 7
프리윌리 0 2 4
다는이 1 0 3
재미없을듯 3 3 5
까다로운데 0 1 5
돌아가고싶다 0 5 6
못생겻어 1 0 4
올라가신 0 1 4
;;;;;;;;;;;;;;;;; 2 1 17
잘수있을까 1 0 5
위대하다고 0 1 5
놀려 2 0 2
나잼 2 0 2
소란 12 2 2
그럴 91 38 2
맞추려니 1 0 4
치프 2 0 2
soul 0 1 4
해줄수있어요 0 1 6
다르군요 0 2 4
무미건조함 1 0 5
4.99 1 0 4
쉽겠네 1 0 3
카스트로 0 1 4
미흡하였지만 1 0 6
됐다라는 0 1 4
들에게는 0 1 4
뜨레기 1 0 3
씹던 0 1 2
작사 0 2 2
벌어지는데도 1 0 6
재잘거리는듯 0 1 6
대풍 3 0 2
가보셔요 1 0 4
보여줬다고 1 1 5
알았겠음 1 0 4
넘는다는거부터 1 0 7
셍 1 1 1
않으셨다 2 1 4
빵상 0 1 2
커질 0 1 2
하고싶은데 2 1 5
─━ 1 0 2
모았지만 1 0 4
어이없을 4 2 4
떨어뜨리려고 2 0 6
있느 0 1 2
명확하지만 1 0 5
부리는걸 1 0 4
-,. 2 0 3
짜리암세포란 1 0 6
어려운거 2 0 4
알빠 2 0 2
올랐을텐데 1 0 5
잠겨 0 1 2
Screen 0 1 6
싱긋 0 1 2
엿같아 3 0 3
찮았다 0 1 3
흐리게 3 1 3
재밋었을듯 1 0 5
bear 1 0 4
뒤로 0 4 2
주간 2 1 2
규칙 3 4 2
문모 1 0 2
네프 1 1 2
느꼈을거라 1 0 5
타노 1 2 2
거슬렸음 3 1 4
재미있길래 0 2 5
웃겼음 12 39 3
였을수있다고 1 0 6
싸하네요 1 0 4
길티크라운 0 1 5
캄캄하네 1 0 4
포괄 1 2 2
청소부 3 2 3
이어져있는 1 0 5
뚤리 0 2 2
꼬였네요 1 1 4
돌보지 1 0 3
떠보니 1 0 3
품은 3 7 2
꿨으니 1 0 3
난적 2 1 2
돼있음 0 1 3
부유하고 1 2 4
갖는게 1 0 3
뽑을만큼 0 1 4
종결자 2 6 3
아낰 4 4 2
잘생겼다고 0 1 5
차린거 1 0 3
영드 2 4 2
엮어지 1 0 3
햄내 0 1 2
볼거두 1 0 3
이기는한데 0 1 5
부위 4 3 2
잡아가자 1 0 4
가볍다가도 0 1 5
으헠 0 1 2
적당하지 2 1 4
여기는 10 6 3
민경 9 0 2
오키도키 0 2 4
블랙이글스 1 0 5
있다는것은 0 2 5
만들었는지는 2 0 6
ㄱㅊㅎ 0 1 3
따운 3 0 2
박정환 0 1 3
담양 1 0 2
아니 417 206 2
이렇죠 0 2 3
ㅈㅔ 0 1 2
달콤한데 0 1 4
story 3 5 5
조내 1 2 2
두세 3 3 2
먹었고 1 0 3
퇴보한다 1 0 4
중요하듯 1 0 4
채워야하다니 0 1 6
병점 0 1 2
3~40년 0 1 5
belongs 0 1 7
재미있이 1 0 4
실퍠 1 0 2
밝혀지는지 1 0 5
똑같에 5 0 3
두엄 1 0 2
되도 38 15 2
멋지고요 0 1 4
마력 9 16 2
녀역 2 0 2
갖추었 0 1 3
응당 1 0 2
용무 2 0 2
클해 0 1 2
인베이젼 3 2 4
낮춰도 1 0 3
백투더퓨처 1 5 5
불쌍하구 1 0 4
좋아해서인지 0 1 6
웃기던지 4 2 4
퇴보했다 2 0 4
!!!!!!! 7 31 7
뚫훓뚫훓 1 0 4
노새 1 0 2
돌하는줄아나 0 1 6
나오질못 0 1 4
괜찮았는데 55 37 5
...* 0 2 4
야츠 1 0 2
김일성 7 4 3
였던가요 1 1 4
호킨스 0 3 3
korealv 1 0 7
수도꼭지 0 1 4
만신창이 0 2 4
슬프지오 0 1 4
서있음 1 0 3
무식함이 1 0 4
한심함을 2 1 4
야훼 4 0 2
한심한건 1 0 4
간놈 0 1 2
실망해서 2 5 4
힘주느라 1 0 4
하고싶어용 0 1 5
낮은듯 2 23 3
도꺼를 0 1 3
양갈래 1 0 3
더시티 2 2 3
김희원 1 1 3
탄탄한데 1 2 4
인천 8 9 2
합뉘돠 1 0 3
찝찝함과 3 0 4
~~~~~~~~~~~~~~~~~~~~~~~~`` 1 0 26
사귄줄 0 1 3
피곤했는지 2 0 5
ㅆㅑㅇ 0 1 3
실패했을까 0 1 5
들어오는지 1 0 5
싸우더니 2 0 4
정착할랬더 1 0 5
평온하게 0 1 4
언뜻언뜻 0 1 4
부른다는 0 2 4
빠진건 0 1 3
나가줄 1 0 3
경성 0 1 2
젊인들 1 0 3
던짐과 1 0 3
정확함 1 0 3
힘드시다는 1 0 5
잘리는거 0 1 4
버리기에 1 0 4
작인데도 0 3 4
누르면 1 1 3
삘받아 2 0 3
..^^^^ 1 0 6
더못해 1 0 3
이나마 6 29 3
소말리아 1 2 4
망설이고있다면 0 1 7
쫌있으 1 0 3
Smmms 0 1 5
보이는것 1 1 4
깬다 17 2 2
80.90년 0 1 6
--------------------------- 1 0 27
혼전 2 0 2
아랐음 1 0 3
토르 10 18 2
woal 0 1 4
이끌지 1 0 3
재미없었다는 5 1 6
나왔으므로 1 0 5
켜놓긴 1 0 3
+!! 0 1 3
묘사 95 170 2
편집됫 0 1 3
발악 27 4 2
걸어놓는 1 0 4
한심해지네 1 0 5
진부하다는게 1 0 6
초라해지는건 1 0 6
소영이 1 0 3
진부함에 2 0 4
조진 1 0 2
진지함이 5 6 4
걍섹해 1 0 3
일본사람 9 2 4
장끌 6 4 2
뫘 0 1 1
개빡 1 1 2
행정 0 1 2
좌천 0 1 2
만들려구 1 0 4
파렐 7 7 2
전채 1 0 2
성정체성 2 1 4
낚았 1 0 2
가져가 1 0 3
좋다고만 0 1 4
키시 5 2 2
들어진다 0 2 4
기혼 0 1 2
내리면 4 1 3
이루기라니 0 1 5
매다로 1 0 3
윤희 1 1 2
강도영 1 1 3
굵은 0 7 2
대우 6 12 2
친했다가 0 1 4
성해져서 1 0 4
댸 0 1 1
움찔움찔 1 2 4
되돌아가셨군요 0 1 7
않았으니까 1 0 5
regulus 0 1 7
조윤희 6 5 3
평절 1 0 2
차렸으면 0 1 4
어쩌나 7 9 3
wolf 0 1 4
jyp 1 0 3
조직 18 21 2
폐쇄적 2 2 3
쳐우는 0 1 3
계단 7 17 2
태어났을까 0 2 5
미렌 0 1 2
쏟겠다 1 0 3
씁쓸하오 1 0 4
MEN 1 1 3
치사 0 1 2
보내기 2 6 3
정치성향 2 1 4
성숙하게 0 1 4
악담 0 3 2
스럽겠냐 1 0 4
걸기엔 2 0 3
볼꺼야 1 1 3
~* 1 11 2
독창 26 14 2
캐내어 0 1 3
박고 15 2 2
송호 1 1 2
알리 15 12 2
없거만 1 0 3
깎는구나 0 1 4
좋아하니깐 0 1 5
깨지더군요 1 0 5
블랙홀 4 6 3
금가루 0 1 3
파혼 1 0 2
쓰셨는지 1 0 4
타도 0 1 2
컸구나 1 0 3
추격씬 6 5 3
오목 0 1 2
창피하겠다고 1 0 6
오리 22 14 2
~!^_^* 0 1 6
태운 1 1 2
유니세프 3 1 4
쓰일만큼 0 1 4
goodgoodgoodgoodgoodgoodgood 0 1 28
고친다하고 0 1 5
굿굿쟁 0 1 3
월드컵 8 16 3
솔직해지자 4 1 5
영장류 1 0 3
싸지르고 2 0 4
맨뒤 0 1 2
무효 1 0 2
기다리고있 0 1 5
쇠퇴하긴 0 1 4
없었으니까 0 1 5
>- 0 1 2
유행 39 17 2
고창식 1 0 3
스며들지 1 0 4
사라질수 0 1 4
역을소 0 1 3
재미없어서 102 5 5
됫을듯 0 1 3
지붕뚫고하이킥 1 0 7
같으세요 0 1 4
괜찮던데요 0 3 5
나왔다었다는건 0 1 7
아니면잘 0 1 4
타오른 0 1 3
봐지는 0 1 3
슬푸답 0 1 3
동경대 0 2 3
타나토스 1 0 4
하고다니고 1 0 5
FOEVER 0 1 6
신선했을것 1 0 5
후쿠야마 0 3 4
신기한 19 21 3
무게 31 60 2
따라하길 1 0 4
그리워지는건 1 0 6
봐라지 1 1 3
울줄은 0 2 3
놈이었군 1 0 4
가소 2 0 2
뛰어들겠나 1 0 5
정확한것 1 0 4
잼있으니깐 0 1 5
적어지는 1 0 4
우습게 7 4 3
하늘나라 4 6 4
견지되 0 1 3
헤이엑 1 1 3
Buddha 0 1 6
였을거에요 0 1 5
** 4 6 2
힘없는 5 5 3
나아진듯 1 0 4
잃었던 1 1 3
참신하지는 1 0 5
칠수 0 1 2
부유하다 1 0 4
외롭든 0 1 3
전해졌고 1 0 4
허풍 7 1 2
쓰일지언정 1 0 5
악해진다 1 0 4
맺어줄꺼면 1 0 5
적이였지만 2 0 5
보는거면 3 0 4
VS 5 7 2
맡긴다는게 1 0 5
거원 4 1 2
최코디 1 0 3
조진다 1 0 3
승룡 0 2 2
잃을것 0 1 3
ㅠㅕㄹ 1 0 3
황우석 0 1 3
개도아까 1 0 4
어떠리 0 2 3
나를 48 188 2
됐는데요 1 0 4
컸지 0 1 2
끝내는 6 2 3
그리핀 0 1 3
볼것까지야 1 0 5
넘쳤는데 0 1 4
처량하게 0 1 4
쪽팔리냐 2 0 4
갖출 0 1 2
튄다 1 1 2
강조 32 8 2
대소 1 14 2
사자왕 0 1 3
확고한 1 3 3
지킬건 1 1 3
하프 2 2 2
맞추기 58 5 3
기대하는 15 5 4
싸하나 2 0 3
신종플루 0 1 4
싶었겠지 1 0 4
봤었죠 0 4 3
dnstj 0 1 5
지루할지도 0 1 5
느낄수있을 0 1 5
유세윤 6 4 3
Case 0 1 4
잼이네요 0 6 4
않은데다 1 0 4
이렇다 11 7 3
불편했네요 4 0 5
즌으로빨리 0 1 5
손주 0 1 2
자유로울수 2 1 5
했는데 553 522 3
삼은 4 0 2
찾아보아도 0 1 5
태우란 0 1 3
싶은것만 4 1 4
아프던지 0 1 4
2006년 15 13 5
약해져가는 0 1 5
USA 1 1 3
진숙언 0 1 3
녀임 0 1 2
넘칠것 0 1 3
죽인다 16 25 3
용감하나 1 0 4
잘생겼다는 2 1 5
행복함으로 0 1 5
하시더라구요 0 2 6
된내용 2 0 3
비꼰듯 0 1 3
lately 0 1 6
처벌 21 9 2
뛰어났고 0 3 4
내야 5 2 2
떨어뜨렸어요 0 1 6
탑이자 0 1 3
있어주었으면 1 0 6
대바늘 1 0 3
쫓지 1 0 2
하지못하면 0 1 5
살아가게 0 3 4
쁜 2 0 1
빌붙어있다가 1 0 6
히히힛히힛 1 0 5
어수선한게 0 1 5
헛돈쓰 1 0 3
시냇가 0 1 3
나대네요 1 0 4
반갑습니다 2 5 5
용기있었는가에 0 1 7
인서전트 1 1 4
옴뫄 1 0 2
냉정히 2 0 3
나온것부터가 1 0 6
가졌는지 1 0 4
칼라일 1 1 3
역행 10 2 2
윤기 1 0 2
필요없네요 2 17 5
청량제 0 1 3
지렸음 0 2 3
낳았습니다 0 3 5
편등 1 0 2
달리네요 1 0 4
웨건 0 1 2
미치나 2 0 3
껄욕 1 0 2
아련하고도 0 1 5
해주듯 1 0 3
두었다 1 2 3
카미유 0 1 3
할만도 1 0 3
섹함 1 0 2
동구 0 3 2
경종 1 7 2
가져야겠네요 0 1 6
원사 2 0 2
부르셔서 0 1 4
ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ 0 1 14
가해주는 0 1 4
코같아요 1 0 4
힘드내 1 0 3
없어용 2 0 3
빛나지만 0 2 4
규율 0 1 2
주는에 1 0 3
고지라 7 0 3
톰급 1 0 2
디스토피아 2 3 5
밀리냐 1 0 3
할겠음 1 0 3
심지호 2 4 3
다듬는다면 1 0 5
효림 0 1 2
볼루 1 0 2
행복하게하는것은 0 1 8
가십걸 1 0 3
해품달 5 13 3
독하지마라 1 0 5
아카펠라 3 1 4
헐뜯 0 1 2
뱉고싶은 1 0 4
멘마 0 9 2
윈조 0 1 2
내었지 1 0 3
